상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
김경옥닭발세종나성점,,음식,닭/오리요리,닭내장/닭발요리,세종특별자치시,나성동,127.2560366,36.49020985
대영전기,,소매,가정/주방/인테리어,조명기구/전기용품,세종특별자치시,조치원읍,127.3015583,36.60124433
땅스부대찌개,세종새롬점,음식,한식,부대찌개/섞어찌개,세종특별자치시,새롬동,127.2555331,36.48917031
자연이야기,,소매,선물/팬시/기념품,꽃집/꽃배달,세종특별자치시,전의면,127.2045991,36.68040147
푸르지오공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,조치원읍,127.289886,36.59184787
곤드레말곤드레추어탕,,음식,한식,추어탕전문,세종특별자치시,부강면,127.3774161,36.526296
술생각,,생활서비스,예식/의례/관혼상제,폐백전문,세종특별자치시,조치원읍,127.2974765,36.59161347
번암횟집,,음식,일식/수산물,횟집,세종특별자치시,조치원읍,127.2933164,36.5833248
브라더꽈배기새롬점,,음식,패스트푸드,도너츠전문,세종특별자치시,새롬동,127.251201,36.48701632
LBA행복한부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3478336,36.53592517
채선당,세종점,음식,별식/퓨전요리,샤브샤브전문,세종특별자치시,나성동,127.2605003,36.48207253
머리가좋아지는미술,,소매,책/서적/도서,서적/신문소매,세종특별자치시,조치원읍,127.2977649,36.59678811
서리서리멸치국수전문점,조치원점,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2921172,36.59105907
남도추어탕,,음식,일식/수산물,해물찜/탕전문,세종특별자치시,전의면,127.1930581,36.68093664
CU,세종시청점,소매,종합소매점,편의점,세종특별자치시,보람동,127.2888024,36.48082063
홍쉐프의웍스토리,,음식,중식,중국음식/중국집,세종특별자치시,대평동,127.2764015,36.4726621
세종중흥공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,연서면,127.2789124,36.55928438
키로치킨,조치원점,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2903401,36.61426357
나,히즈만,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,소담동,127.2960514,36.48506332
고복진설렁탕,,음식,한식,설렁탕집,세종특별자치시,연서면,127.2481278,36.61313955
olleh세종직영점,세종직영점,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,나성동,127.2601496,36.48256603
한마음치킨하우스,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2975764,36.60524933
닭한마리,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.3010409,36.59664515
광성안경,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,조치원읍,127.3007183,36.60142866
미래인쇄,,생활서비스,광고/인쇄,인쇄종합,세종특별자치시,조치원읍,127.2967538,36.5850394
공주영상대학구내서점,,소매,책/서적/도서,서점,세종특별자치시,장군면,127.2097434,36.462407
대복공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,연기면,127.2766099,36.54384167
킹노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.2987486,36.60047082
대명다방,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,소정면,127.1566542,36.71848902
달팽이분식,,음식,분식,라면김밥분식,세종특별자치시,전의면,127.2034795,36.67938466
스타국가대표태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,고운동,127.228068,36.51481567
스타국가대표태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,고운동,127.2309847,36.51228407
신용에어컨,,생활서비스,개인/가정용품수리,에어컨수리/설치,세종특별자치시,고운동,127.2383826,36.5149811
CU,세종가재마을4단지점,소매,종합소매점,편의점,세종특별자치시,종촌동,127.2429483,36.50816993
1급국제자동차공업사,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2886422,36.62871775
미플러스피부관리실,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.2860775,36.61584225
세종시내판공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3252735,36.55790651
향천식품,,소매,음/식료품소매,식료품점,세종특별자치시,연기면,127.2787221,36.54489987
세븐일레븐,,소매,종합소매점,편의점,세종특별자치시,장군면,127.2114134,36.45504604
세광부동산,,부동산,부동산중개,부동산중개,세종특별자치시,금남면,127.2808404,36.46324408
태산키움태권도체육관,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,장군면,127.2054961,36.4970397
도깨비족발나성점,,음식,한식,한식/백반/한정식,세종특별자치시,나성동,127.2559192,36.49197551
커피하우스,연기점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연기면,127.2783639,36.54618644
커피담소,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2908988,36.59108787
락화향,,음식,중식,중국음식/중국집,세종특별자치시,금남면,127.2817345,36.46670117
밍,,음식,중식,중국음식/중국집,세종특별자치시,한솔동,127.2608395,36.48043441
강남펜타힐스공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,소담동,127.3056193,36.48218138
금주공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,다정동,127.2436048,36.49576432
개미식당휴게소,,음식,기타음식업,국도휴게소,세종특별자치시,전동면,127.2226177,36.65876569
CU,한국영상대학교점,소매,종합소매점,편의점,세종특별자치시,장군면,127.2097434,36.462407
장동민의옹피씨,지-크루,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,세종특별자치시,장군면,127.2213126,36.49928887
바로크피아노오르간,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,종촌동,127.2530101,36.50318653
멜로디가든피아노교습소,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,대평동,127.2760272,36.46971282
먹언니,,음식,한식,한식/백반/한정식,세종특별자치시,아름동,127.2431935,36.51165018
에어컨세척나라,,생활서비스,개인/가정용품수리,에어컨수리/설치,세종특별자치시,장군면,127.2214584,36.48472613
오로라,,음식,유흥주점,호프/맥주,세종특별자치시,나성동,127.2588936,36.49023664
소소인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,한솔동,127.2582352,36.48203144
명품박가네족발보쌈,,음식,한식,족발/보쌈전문,세종특별자치시,조치원읍,127.2994674,36.60256585
독일PM건강식품,세종점,소매,건강/미용식품,건강식품판매,세종특별자치시,보람동,127.2854872,36.47481669
학골상회,,소매,가방/신발/액세서리,양품점,세종특별자치시,금남면,127.2877935,36.44348579
세종출장세차덴트,,생활서비스,자동차/이륜차,세차장,세종특별자치시,새롬동,127.2480777,36.48222922
스타벅스,세종다정DT점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,다정동,127.2552331,36.49485514
대성공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2116236,36.50148729
커피더충전,,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2628709,36.50748359
커피랑,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,나성동,127.2628886,36.48324087
더날자영어교습소,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,소담동,127.2991598,36.48441471
정통옛날왕짜장,,음식,중식,중국음식/중국집,세종특별자치시,연동면,127.3226295,36.56134317
큰맘할매순대국,세종다정점,음식,한식,한식/백반/한정식,세종특별자치시,다정동,127.2492584,36.49517818
달시아이스크림세계과자,대평점,음식,패스트푸드,아이스크림판매,세종특별자치시,대평동,127.2789402,36.47325425
유정칼국수,,음식,분식,국수/만두/칼국수,세종특별자치시,장군면,127.2064791,36.49806461
명동의류타운,,소매,의복의류,일반의류,세종특별자치시,조치원읍,127.2990206,36.60005787
돈까스클럽,,음식,양식,돈가스전문점,세종특별자치시,조치원읍,127.3004232,36.60440091
우반인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,한솔동,127.2546661,36.47481744
이지인테리어건설,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,연서면,127.2833957,36.5818687
호텔포장마차,,음식,한식,기타고기요리,세종특별자치시,조치원읍,127.2993138,36.60224952
아이젠트라이,,소매,의복의류,셔츠/내의/속옷,세종특별자치시,종촌동,127.2484326,36.50555502
크린토피아,세종가온마을9단지블루시티점,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,다정동,127.2513923,36.49613787
다가올레신흥점,신흥점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2876833,36.59317753
삼오구이,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2948532,36.58513632
가온마을어린이집,,학문/교육,유아교육,어린이집,세종특별자치시,다정동,127.249264,36.49113174
명가수육국밥,,음식,한식,해장국/감자탕,세종특별자치시,보람동,127.2873281,36.4785047
챔피언공인중개사무소,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2576251,36.4909948
학원,래미안음악,학문/교육,학원기타,학원-기타,세종특별자치시,한솔동,127.2556171,36.47456202
커피쿡,세종본점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,새롬동,127.256197,36.48743509
부강세종시공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,부강면,127.3606357,36.53274109
굽네치킨,세종한솔점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,한솔동,127.2509113,36.48001201
리틀리커피세종,호수공원점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2699529,36.50109243
천궁수라상,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2102621,36.49376387
대패의품격세종,반곡점,음식,한식,기타고기요리,세종특별자치시,반곡동,127.3117397,36.49805135
케이크린,,음식,제과제빵떡케익,케익전문점,세종특별자치시,도담동,127.2560382,36.51454278
용가든,,음식,한식,한식/백반/한정식,세종특별자치시,전동면,127.270368,36.65999599
슬램커피,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,보람동,127.2892712,36.47836308
고운별공인중개사무소,,부동산,부동산중개,부동산중개,세종특별자치시,고운동,127.2398446,36.51846011
짱구치킨,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2887585,36.60632353
S&T,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2620271,36.47993707
금성관,,음식,중식,중국음식/중국집,세종특별자치시,연서면,127.2833344,36.56431276
뼈대있는국밥,조치원점,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.292023,36.60503622
곤지암소머리한우국밥,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2586084,36.51429742
도담짬봉집,,음식,중식,중국음식/중국집,세종특별자치시,다정동,127.2551569,36.49232223
왕의물버거,,음식,패스트푸드,패스트푸드,세종특별자치시,전의면,127.2055646,36.67790261
학수식당,,음식,중식,중국음식/중국집,세종특별자치시,소정면,127.1641473,36.72842782
보람상조세종중앙영업소,,생활서비스,장례/묘지,장의사/관련서비스-종합,세종특별자치시,새롬동,127.2523855,36.48222024
세종뷰티연합,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.3004443,36.60330156
서해중공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2066786,36.49820112
하와이김초밥,,음식,분식,라면김밥분식,세종특별자치시,아름동,127.2422353,36.51259939
요이텐,,음식,일식/수산물,음식점-일식,세종특별자치시,보람동,127.2864139,36.47720147
노랑통닭,세종대평점,음식,유흥주점,호프/맥주,세종특별자치시,대평동,127.2757329,36.47376655
농가순대국,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.2818048,36.4663411
옛날순대국밥,,음식,한식,한식/백반/한정식,세종특별자치시,나성동,127.2589423,36.48981337
꼬치에빠지다,,음식,한식,한식/백반/한정식,세종특별자치시,새롬동,127.2503427,36.48574922
조치원짬뽕,,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.291954,36.60646873
도노베이커리,,음식,제과제빵떡케익,제과점,세종특별자치시,아름동,127.2484343,36.51231417
꽃집시월,,소매,선물/팬시/기념품,꽃집/꽃배달,세종특별자치시,나성동,127.2559192,36.49197551
셀프세차장오워시,,생활서비스,자동차/이륜차,세차장,세종특별자치시,장군면,127.2131711,36.49197164
박준뷰티,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,나성동,127.2618123,36.48023315
세종시인테리어아이엔지,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,장군면,127.2252916,36.50325309
서울열쇠,,소매,철물/난방/건설자재소매,열쇠판매/수리,세종특별자치시,조치원읍,127.299717,36.59720513
목은인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,조치원읍,127.2854287,36.6086107
"태백닭갈비,만두전골",,음식,닭/오리요리,닭갈비전문,세종특별자치시,고운동,127.2343829,36.50845773
엑스포인,,소매,의복의류,일반의류,세종특별자치시,조치원읍,127.2965352,36.60666709
공부방,푸르넷세종,학문/교육,학원기타,학원-기타,세종특별자치시,새롬동,127.2493379,36.4846344
서울지업사,,소매,가정/주방/인테리어,지물판매,세종특별자치시,조치원읍,127.301522,36.60030687
세종행복한부동산컨설팅,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3478336,36.53592517
울투라커피컴퍼니,반곡점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,반곡동,127.3032626,36.4923695
제이플재즈피아노스튜디오,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.2351709,36.50552482
엘비에이더행복한공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.323574,36.54654157
밥도둑반찬가게,,소매,음/식료품소매,반찬가게,세종특별자치시,한솔동,127.2608395,36.48043441
박민주헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,한솔동,127.2490499,36.47515174
SM잉글리쉬,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,한솔동,127.2556171,36.47456202
더샤넬헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2981999,36.5993501
캠프치킨,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,부강면,127.3666784,36.52986238
태영생막창,세종시청점,음식,한식,곱창/양구이전문,세종특별자치시,보람동,127.2902351,36.47790919
이노센트가구,조치원대리점,소매,가구소매,일반가구소매,세종특별자치시,조치원읍,127.3027708,36.60064763
영신슈퍼문구,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,전의면,127.1965095,36.68150069
바다이야기,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2935383,36.60435129
유아이막창,,음식,한식,곱창/양구이전문,세종특별자치시,조치원읍,127.2857297,36.61476773
세종건국공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,연서면,127.2856235,36.56686792
자이언잉글리쉬,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,조치원읍,127.2925452,36.60171387
연기떡방앗간,,음식,분식,떡볶이전문,세종특별자치시,연기면,127.2779928,36.54525594
라하잉글리쉬,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,다정동,127.2464846,36.49231284
시스템,미래공조,소매,철물/난방/건설자재소매,보일러/냉난방용품,세종특별자치시,연서면,127.283025,36.56273378
녹동부동산,,부동산,부동산중개,부동산중개,세종특별자치시,부강면,127.3724442,36.52803634
뷰티쏠베라,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,고운동,127.2339102,36.50204704
신세대미용실,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,장군면,127.2057443,36.49787047
성원동물약품,,소매,종합소매점,시장/종합상가,세종특별자치시,조치원읍,127.3019349,36.59913772
국촌2리구판장,,소매,종합소매점,잡화점,세종특별자치시,연서면,127.2656133,36.5752087
현음악학원,,학문/교육,학원기타,학원(종합),세종특별자치시,조치원읍,127.2974765,36.59161347
문곡편의점,,소매,종합소매점,편의점,세종특별자치시,부강면,127.3881158,36.52884776
노군꼬치세종다정점,세종다정점,음식,유흥주점,기타일반유흥주점,세종특별자치시,다정동,127.2492584,36.49517818
커피부엉,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,새롬동,127.2494955,36.48912347
솔샘음악학원,,학문/교육,학원기타,학원(종합),세종특별자치시,조치원읍,127.2938216,36.5953409
위더스,,학문/교육,학원기타,학원-기타,세종특별자치시,연서면,127.260871,36.57336796
황룡참숯불갈비,,음식,한식,갈비/삼겹살,세종특별자치시,금남면,127.3277447,36.48017217
위드영어과외,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,종촌동,127.2422207,36.50492994
별밤밤,,음식,유흥주점,호프/맥주,세종특별자치시,나성동,127.2577565,36.49009439
배스킨라빈스,세종반곡,음식,패스트푸드,아이스크림판매,세종특별자치시,반곡동,127.3117397,36.49805135
대동땅콩,,소매,가방/신발/액세서리,양품점,세종특별자치시,조치원읍,127.2992388,36.60064494
공부방,새뜸웅진북클럽,학문/교육,학원기타,학원-기타,세종특별자치시,새롬동,127.2472795,36.48628869
찬수학,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,소담동,127.3038258,36.48306315
옛날주막전집,,음식,유흥주점,민속주점,세종특별자치시,조치원읍,127.2860775,36.61584225
새금부동산중개인사무소,,부동산,부동산중개,부동산중개,세종특별자치시,연기면,127.2777929,36.54513757
2플로어,,음식,양식,정통양식/경양식,세종특별자치시,나성동,127.2576856,36.49050851
태평양자원개발영어,,소매,음/식료품소매,청과물소매,세종특별자치시,전의면,127.2071826,36.71102301
중앙일보,부강지국,소매,종합소매점,시장/종합상가,세종특별자치시,부강면,127.3694695,36.5285704
달콩과일쥬스,,음식,커피점/카페,생과일주스전문점,세종특별자치시,나성동,127.259471,36.4835081
리하우스인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,금남면,127.2818096,36.46703507
예쁜네일,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,나성동,127.2610032,36.4878705
힐링숲라파,조치원점,관광/여가/오락,요가/단전/마사지,스포츠마사지,세종특별자치시,조치원읍,127.3008053,36.59922122
한뜰수학,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,어진동,127.2730473,36.50561743
명품노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.2927153,36.6038958
성모보청기,,소매,의약/의료품소매,보청기판매,세종특별자치시,조치원읍,127.2976221,36.6014465
치킨더홈,아름동점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,아름동,127.2464278,36.51314865
소피아갤러리,,음식,양식,정통양식/경양식,세종특별자치시,금남면,127.2393466,36.43807698
궁전손칼국수왕족발보쌈,,음식,분식,국수/만두/칼국수,세종특별자치시,조치원읍,127.2912099,36.60350835
민트플라워,,소매,선물/팬시/기념품,꽃집/꽃배달,세종특별자치시,부강면,127.3661598,36.5291026
세친구,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2995532,36.59924991
홍선생미술학원,,학문/교육,학원-음악미술무용,서예/서화/미술,세종특별자치시,한솔동,127.2546661,36.47481744
굿플레이랜드,,소매,의복의류,일반의류,세종특별자치시,전동면,127.282201,36.6577428
오드리헵번카페티엠,서원S,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,조치원읍,127.2867431,36.61639597
꽃;다방,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2940864,36.59203504
뷰티오휘조치원점카운셀러,,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.2980411,36.60331447
책나무,아름독서학원,학문/교육,학원기타,학원-기타,세종특별자치시,아름동,127.2495712,36.51134801
홍김밥,,음식,분식,라면김밥분식,세종특별자치시,장군면,127.2053961,36.49699397
리드인생각숲독서논술교습소,,학문/교육,학원기타,학원-기타,세종특별자치시,보람동,127.288245,36.47708624
산울림목장,,음식,한식,갈비/삼겹살,세종특별자치시,연동면,127.344211,36.53906859
장운다방,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,전의면,127.2029391,36.67971448
이반장,,음식,한식,한식/백반/한정식,세종특별자치시,보람동,127.2904947,36.47757728
별천지가든,,음식,한식,갈비/삼겹살,세종특별자치시,연서면,127.2274087,36.60127338
플레이타임,더블유몰점,학문/교육,유아교육,실내놀이터-유아,세종특별자치시,어진동,127.2582039,36.50286746
대우세탁,,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,장군면,127.2054152,36.49730952
제이안경,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,나성동,127.2620271,36.47993707
밀병장닭상병세종나성점,,음식,한식,한식/백반/한정식,세종특별자치시,보람동,127.2846114,36.4790472
메가엠지씨커피,조치원침산점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.2924387,36.60358775
안심골영양탕,,음식,닭/오리요리,삼계탕전문,세종특별자치시,연동면,127.3220503,36.56753122
미니스톱세종점,세종점,소매,종합소매점,편의점,세종특별자치시,연기면,127.2784366,36.54798029
뷰티펠리스,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,연기면,127.2786176,36.54653945
현담가발헤어살롱,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2970179,36.60520998
르노삼성,조치원부품,소매,자동차/자동차용품,자동차부품판매,세종특별자치시,조치원읍,127.289903,36.62779703
한양랜드공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,아름동,127.2490615,36.50864115
카페코이,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.297058,36.60079431
구디커피,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연서면,127.2480756,36.61275171
합기도국무관,,학문/교육,학원-예능취미체육,합기도장,세종특별자치시,조치원읍,127.2943861,36.59717369
올림피아드수학과학전문학원,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,조치원읍,127.2959399,36.59713782
김실장미소초밥,,음식,일식/수산물,음식점-초밥전문,세종특별자치시,새롬동,127.256197,36.48743509
조은터공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,한솔동,127.2490499,36.47515174
피아노클래스,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,한솔동,127.254341,36.47963695
"화실,오후",,소매,사무/문구/컴퓨터,화방/필방,세종특별자치시,반곡동,127.3028546,36.49056467
별숲화실,,소매,사무/문구/컴퓨터,화방/필방,세종특별자치시,고운동,127.2405346,36.5049823
세종삼복낙지,,음식,일식/수산물,낙지/오징어,세종특별자치시,나성동,127.2620271,36.47993707
8.8식당,,음식,한식,한식/백반/한정식,세종특별자치시,전동면,127.2675159,36.65406664
대왕정육식당,,음식,한식,기타고기요리,세종특별자치시,조치원읍,127.301625,36.60003711
새마을정육식당,,음식,한식,한식/백반/한정식,세종특별자치시,아름동,127.2436024,36.5109318
돈고돈락,,음식,닭/오리요리,불닭전문,세종특별자치시,조치원읍,127.2898676,36.61824407
레레정일품,,음식,중식,중국음식/중국집,세종특별자치시,연동면,127.3351676,36.54264141
세종pc.box시공전문,,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,세종특별자치시,조치원읍,127.2923209,36.5907809
다정포차,소담점,음식,유흥주점,호프/맥주,세종특별자치시,소담동,127.3014758,36.48501408
BBQ치킨,반곡점,음식,유흥주점,호프/맥주,세종특별자치시,반곡동,127.3110338,36.49709198
공부방,브니엘,학문/교육,학원기타,학원-기타,세종특별자치시,종촌동,127.2428923,36.5081876
넥스트솔,,소매,애견/애완/동물,애견/애완/동물사육판매,세종특별자치시,나성동,127.2581874,36.49055669
시호비전조치원점,조치원점,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,조치원읍,127.2977252,36.58636991
코코PC,,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,세종특별자치시,조치원읍,127.3000375,36.60256019
박광일장어,,음식,일식/수산물,민물장어전문,세종특별자치시,장군면,127.2325346,36.48307655
해물손칼국수,,음식,분식,국수/만두/칼국수,세종특별자치시,전의면,127.2063975,36.6796024
라피에스타,,음식,양식,정통양식/경양식,세종특별자치시,조치원읍,127.2912099,36.60350835
올반,세종점,음식,부페,종합부페,세종특별자치시,가람동,127.2509879,36.47089212
미켈란젤롱,,음식,한식,한식/백반/한정식,세종특별자치시,대평동,127.2753246,36.47446703
1인한식당,조치원점,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.292023,36.60503622
호아빈,,음식,별식/퓨전요리,동남아음식전문점,세종특별자치시,새롬동,127.2503427,36.48574922
칸투노래방,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,한솔동,127.2549407,36.4799381
로마슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2930687,36.60558316
가마로강정,세종새롬점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,새롬동,127.2524967,36.48459115
세상을꿈꾸는아이들어린이집,,학문/교육,유아교육,어린이집,세종특별자치시,연서면,127.2750751,36.59455245
안단테이블,,음식,한식,한식/백반/한정식,세종특별자치시,대평동,127.2753246,36.47446703
서울식당,,음식,한식,한식/백반/한정식,세종특별자치시,전동면,127.2660796,36.65456247
크린시아세탁,,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,한솔동,127.2515217,36.47572602
지화정,,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.3018261,36.6000473
초가집,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.3005723,36.60027426
속초횟집,,음식,일식/수산물,횟집,세종특별자치시,장군면,127.2226639,36.49922558
올리브영,에이케이세종,소매,화장품소매,화장품판매점,세종특별자치시,어진동,127.2588568,36.50112316
신전의부동산,,부동산,부동산중개,부동산중개,세종특별자치시,전의면,127.2045749,36.67949111
냉면덕후,조치원점,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.292023,36.60503622
쎈수학러닝센터,위드스파르타학원,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,다정동,127.2485063,36.49562406
얌샘,김밥세종아름점,음식,분식,라면김밥분식,세종특별자치시,아름동,127.2433778,36.51221912
더베이크,세종더블유몰점,음식,제과제빵떡케익,제과점,세종특별자치시,어진동,127.2582039,36.50286746
래미안음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,한솔동,127.2556171,36.47456202
대운공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2060911,36.49780068
서울농약사,,소매,기타판매업,농기구판매,세종특별자치시,금남면,127.2811001,36.46895041
둘둘꼬마김밥,,음식,분식,라면김밥분식,세종특별자치시,다정동,127.2492319,36.49561961
이도까페,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2582039,36.50286746
도담태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,도담동,127.2611978,36.51086182
다래노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,부강면,127.3609319,36.53203071
장기고물상,,소매,종합소매점,시장/종합상가,세종특별자치시,장군면,127.203861,36.49647905
공원노래방,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.3019694,36.59779512
은성식당,,음식,한식,해장국/감자탕,세종특별자치시,조치원읍,127.2963792,36.60169151
신수학마스터,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,도담동,127.2596998,36.51458358
이레수학,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,고운동,127.2386786,36.51553273
범지기영어교실,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,아름동,127.2434234,36.50982217
대성각,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2942034,36.60741032
고개슈퍼마켓,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2938602,36.6009196
BBQ치킨익스프레스조치원점,익스프레스조치원점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2911476,36.61397097
